decimalLatitude,decimalLongitude
35.399167,139.869444
37.2000007629,126.400001526
35.415833,139.754722
35.643889,139.993333
35.537222,140.0225
45.87333333,30.25305556
35.485,139.91
35.485,139.91
45.15,29.8166666666667
35.485,139.91
35.601667,140.064167
35.04836667,128.9630222
35.415833,139.754722
46.19666667,30.65555556
35.551111,139.908889
43.5333333333333,36.0666666666667
45.19998333,29.81026667
35.551111,139.908889
35.566389,139.828333
41.9331166666667,40.8367166666667
44.62,33.45
35.480833,139.820556
35.549167,139.854722
43.3998333333333,31.81945
46.2,30.8316666666667
35.241667,139.833333
35.601667,140.064167
35.9000015259,129.600006104
35.399167,139.869444
42.2333333333333,39.8833333333333
35.561667,140.076667
43.75378333,31.71048333
46.32456667,31.46665
46.53635,30.77958
35.241667,139.833333
44.61,33.56
44.62,33.45
35.608333,139.898333
44.62,33.45
44.63605,31.3883
35.399167,139.869444
45.66725,31.24943
35.04843889,128.9637194
35.608333,139.898333
46.61138889,31.46138889
44.61,33.56
35.643889,139.993333
35.643889,139.993333
44.2347,28.8472
35.561667,140.076667
35.601667,140.064167
45.2158833333333,31.235
46.55297222,30.76919444
35.551111,139.908889
44.61,33.56
43.4166666666667,32.8666666666667
35.593333,139.836667
37.2000007629,126.400001526
35.485,139.91
43.4,31.8333333333333
45.2166666666667,31.2333333333333
44.1582,31.56745
44.62,33.51
42.1137,40.3368833333333
35.485,139.91
43.7989,28.6278
34.746225,127.6650694
46.35965,31.1054666666667
35.608333,139.898333
35.549167,139.854722
35.608333,139.898333
43.3998333333333,31.81945
35.485,139.91
35.255556,139.762778
33.73225,-118.22935
37.4000015259,126.5
44.61,33.56
35.601667,140.064167
46.55297222,30.76919444
44.61,33.56
44.61,33.56
46.49416667,30.74927778
35.480833,139.820556
37.5,126.599998474
35.643889,139.993333
45.66725,31.24943
34.74600278,127.6649028
35.537222,140.0225
44.62,33.45
35.551111,139.908889
44.61,33.56
35.537222,140.0225
34.74755833,127.6660694
43.3998333333333,31.81945
35.485,139.91
35.601667,140.064167
41.78411667,41.21356667
35.643889,139.993333
46.60111111,31.03147222
35.549167,139.854722
42.1137,40.3368833333333
44.62,33.51
43.5333333333333,36.0666666666667
35.306111,139.714444
44.85,31.3333333333333
43.4183333333333,32.8731833333333
43.4166666666667,32.8666666666667
35.549167,139.854722
35.551111,139.908889
35.608333,139.898333
35.593333,139.836667
35.561667,140.076667
35.480833,139.820556
35.601667,140.064167
35.480833,139.820556
46.50891667,30.82386667
43.4,31.8333333333333
35.415833,139.754722
37.5999984741,126.199996948
44.61,33.56
35.551111,139.908889
44.1667,29.3667
35.485,139.91
45.66666667,31.25055556
46.3675,30.73027778
35.551111,139.908889
35.480833,139.820556
35.537222,140.0225
46.00042,31.25068
35.608333,139.898333
42.1,40.3333333333333
35.608333,139.898333
35.353333,139.72
11.2372,-74.22131
35.601667,140.064167
35.643889,139.993333
44.63605,31.3883
35.537222,140.0225
46.60111111,31.03147222
35.608333,139.898333
35.381667,139.718333
9.64999961853,99.6500015259
35.399167,139.869444
37.4000015259,126.5
43.7989,28.6278
44.61,33.56
46.43852778,30.77216667
46.49416667,30.74927778
35.443611,139.773333
35.608333,139.898333
35.604167,139.966111
35.399167,139.869444
42.2333333333333,39.8833333333333
34.74613611,127.6650028
35.601667,140.064167
35.415833,139.754722
44.1216333333333,31.5631666666667
35.399167,139.869444
44.61,33.56
44.61,33.56
35.549167,139.854722
35.601667,140.064167
46.35965,31.1054666666667
46.49416667,30.74927778
35.551111,139.908889
42.23565,39.88095
34.74640278,127.6652028
45.8218,30.30863333
11.25635,-74.21803
44.62,33.51
35.31537222,129.2622722
35.480833,139.820556
45.60013,29.78452
35.211667,139.761944
32.64374,-117.12357
43.4183333333333,32.8731833333333
37.2000007629,126.400001526
35.608333,139.898333
24.3449993134,124.141998291
36.5699996948,126.410003662
35.551111,139.908889
44.61,33.56
44.61,33.56
35.604167,139.966111
35.601667,140.064167
34.74671389,127.6654361
43.34456667,34.4132
34.15102,-119.20673
32.69318,-117.23064
35.485,139.91
44.61,33.56
35.549167,139.854722
35.537222,140.0225
35.399167,139.869444
35.415833,139.754722
35.485,139.91
35.399167,139.869444
44.62,33.45
35.551111,139.908889
35.399167,139.869444
46.19666667,30.65555556
44.62,33.45
35.4,139.793
35.485,139.91
35.443611,139.773333
35.353333,139.72
45.5064,30.50402
37.5,126.599998474
46.4275,30.76833333
46.00042,31.25068
35.399167,139.869444
35.241667,139.833333
35.601667,140.064167
44.62,33.45
35.551111,139.908889
44.62,33.45
32.69318,-117.23064
45.25333333,30.21055556
-9.42000007629,160.25
45.2158833333333,31.235
44.61,33.56
43.4166666666667,32.8666666666667
35.608333,139.898333
42.1137,40.3368833333333
35.608333,139.898333
42.1137,40.3368833333333
35.643889,139.993333
44.63605,31.3883
43.3697166666667,34.7733166666667
37.5999984741,125.800003052
35.480833,139.820556
35.472222,139.789722
41.9331166666667,40.8367166666667
46.35965,31.1054666666667
35.601667,140.064167
35.537222,140.0225
46.55297222,30.76919444
42.8333333333,133.6166666667
34.425,135.125
45.66725,31.24943
35.601667,140.064167
45.25333333,30.21055556
45.66666667,31.25055556
33.76942,-118.22586
35.537222,140.0225
35.485,139.91
44.1216333333333,31.5631666666667
38.06,-122.39
45.25333333,30.21055556
35.31575833,129.26125
44.62,33.51
35.549167,139.854722
44.62,33.51
41.78411667,41.21356667
35.601667,140.064167
35.537222,140.0225
46.39333333,31.72416667
35.601667,140.064167
44.62,33.51
35.604167,139.966111
33.87588889,130.7461944
43.41736667,32.86098333
35.255556,139.762778
46.35965,31.1054666666667
45.25333333,30.21055556
45.25333333,30.21055556
45.99985,31.25083333
44.62,33.45
44.85,31.3333333333333
45.2166666666667,31.2333333333333
35.551111,139.908889
35.480833,139.820556
37.5,126.599998474
35.551111,139.908889
46.62722222,31.17377778
44.62,33.51
44.62,33.51
35.551111,139.908889
35.551111,139.908889
35.551111,139.908889
35.549167,139.854722
43.52596667,36.06971667
35.5499992371,126.419998169
45.3386333333333,30.2518
35.643889,139.993333
45.83267,31.01025
37.0999984741,126.300003052
42.2333333333333,39.8833333333333
42.1,40.3333333333333
35.601667,140.064167
45.83177,31.01587
44.61,33.56
44.62,33.51
-7.19999980927,112.75
41.9331166666667,40.8367166666667
35.31561667,129.2610917
45.51615,29.86213333
33.87502778,130.7418611
35.501667,139.803333
35.501667,139.803333
44.83101667,31.33103333
44.62,33.51
44.61,33.56
34.74751389,127.6660361
44.62,33.51
35.643889,139.993333
46.19666667,30.65555556
44.62,33.45
46.06361111,30.47027778
44.62,33.51
35.608333,139.898333
46.60111111,31.03147222
45.81868333,31.1242
46.19666667,30.65555556
46.45172222,30.76927778
44.1216333333333,31.5631666666667
43.945,28.6739
35.643889,139.993333
46.4275,30.76833333
45.87333333,30.25305556
44.61,33.56
43.3666666666667,34.7666666666667
46.43852778,30.77216667
35.472222,139.789722
13.529999733,45.5
35.608333,139.898333
46.44375,30.77216667
43.7511,28.6131
35.537222,140.0225
46.61138889,31.46138889
46.3833333333333,31.0166666666667
45.2166666666667,31.2333333333333
37.4000015259,126.5
44.62,33.51
34.74658056,127.6653361
46.20163333,30.82748333
44.62,33.51
44.2162333333333,31.3041333333333
44.62,33.45
34.74746944,127.6660028
45.66666667,31.25055556
46.00042,31.25068
35.561667,140.076667
44.2162333333333,31.3041333333333
35.485,139.91
43.3697166666667,34.7733166666667
35.604167,139.966111
35.537222,140.0225
44.62,33.51
35.485,139.91
35.551111,139.908889
45.99985,31.25083333
45.66666667,31.25055556
43.3666666666667,34.7666666666667
35.480833,139.820556
35.643889,139.993333
44.61,33.56
35.601667,140.064167
45.66628333,31.25093333
46.49416667,30.74927778
45.83235,30.2987
43.3998333333333,31.81945
35.485,139.91
34.74738056,127.6659361
42.2345,39.88601667
44.0187,28.6816
35.485,139.91
35.601667,140.064167
43.3697166666667,34.7733166666667
44.62,33.45
38.06,-122.39
42.2333333333333,39.8833333333333
43.945,28.6442
44.1216333333333,31.5631666666667
46.60111111,31.03147222
35.549167,139.854722
42.2333333333333,39.8833333333333
45.87333333,30.25305556
35.604167,139.966111
35.551111,139.908889
35.485,139.91
43.36748333,31.83323333
37,126.099998474
43.3998333333333,31.81945
35.549167,139.854722
11.31288,-74.19556
45.60305556,29.78388889
35.643889,139.993333
46.62722222,31.17377778
33.87538889,130.7450278
35.537222,140.0225
35.608333,139.898333
44.62,33.45
35.608333,139.898333
35.551111,139.908889
35.551111,139.908889
37,126.099998474
35.4,139.793333
46.35965,31.1054666666667
45.66666667,31.25055556
44.1216333333333,31.5631666666667
35.608333,139.898333
35.561667,140.076667
35.643889,139.993333
35.399167,139.869444
45.83267,31.01025
35.643889,139.993333
46.60111111,31.03147222
44.61,33.56
45.3386333333333,30.2518
44.85,31.3333333333333
46.08402,30.50453
35.485,139.91
35.604167,139.966111
35.601667,140.064167
35.643889,139.993333
35.537222,140.0225
44.62,33.45
35.399167,139.869444
35.399167,139.869444
35.643889,139.993333
25.5,55.5800018311
44.62,33.45
35.399167,139.869444
35.537222,140.0225
35.643889,139.993333
44.61,33.56
35.537222,140.0225
35.601667,140.064167
46.61138889,31.46138889
34.74675833,127.6654694
45.25333333,30.21055556
45.2166666666667,31.2333333333333
34.74715833,127.6657694
5.32000017166,100.449996948
35.601667,140.064167
45.19998333,29.81026667
41.7833333333333,41.2166666666667
34.15102,-119.20673
37.4000015259,126.5
35.601667,140.064167
41.78355,41.2196166666667
42.2333333333333,39.8833333333333
35.549167,139.854722
35.501667,139.803333
34.74635833,127.6651694
45.66683,31.24977
45.50698,30.50377
35.485,139.91
43.4183333333333,32.8731833333333
35.643889,139.993333
35.601667,140.064167
34.74604722,127.6649361
43.5333333333333,36.0666666666667
43.5333333333333,36.0666666666667
42.1137,40.3368833333333
35.399167,139.869444
44.61,33.56
46.62722222,31.17377778
32.69318,-117.23064
11.21808,-74.24105
46.45172222,30.76927778
34.74653611,127.6653028
35.537222,140.0225
45.25333333,30.21055556
35.608333,139.898333
32.64374,-117.12357
44.61,33.56
35.643889,139.993333
43.7511,28.6211
35.485,139.91
35.601667,140.064167
35.608333,139.898333
41.78355,41.2196166666667
35.549167,139.854722
35.537222,140.0225
42.1,40.3333333333333
43.52596667,36.06971667
35.537222,140.0225
35.480833,139.820556
37,126.099998474
35.601667,140.064167
35.39456111,129.3337056
35.485,139.91
45.66725,31.24943
44.61,33.56
35.601667,140.064167
35.399167,139.869444
44.62,33.45
35.643889,139.993333
34.74684722,127.6655361
44.1667,28.9
35.485,139.91
45.05143333,31.16225
37.0999984741,126.300003052
44.62,33.45
43.4166666666667,32.8666666666667
35.480833,139.820556
44.1667,28.7833
35.608333,139.898333
35.551111,139.908889
35.535,139.818611
37.0999984741,126.300003052
35.443611,139.773333
35.241667,139.833333
46.35965,31.1054666666667
46.62722222,31.17377778
34.74698056,127.6656361
35.608333,139.898333
44.62,33.51
44.1216333333333,31.5631666666667
45.83293,31.0103
44.1216333333333,31.5631666666667
35.39410278,129.3338278
35.04947222,128.9607583
35.608333,139.898333
35.551111,139.908889
44.83101667,31.33103333
35.211667,139.761944
35.485,139.91
35.608333,139.898333
35.604167,139.966111
46.45172222,30.76927778
46.35965,31.1054666666667
37,126.099998474
44.62,33.45
42.23565,39.88095
35.551111,139.908889
35.561667,140.076667
35.608333,139.898333
33.8655,130.7490556
43.3697166666667,34.7733166666667
35.306111,139.714444
46.2254,31.6065
43.4166666666667,32.8666666666667
44.61,33.56
35.057,128.9208333
32.64374,-117.12357
43.7989,28.6278
35.39377778,129.3337083
35.608333,139.898333
35.551111,139.908889
35.485,139.91
44.235,28.7061
34.747025,127.6656694
34.74618056,127.6650361
35.501667,139.803333
35.485,139.91
43.41736667,32.86098333
35.551111,139.908889
35.537222,140.0225
35.537222,140.0225
44.62,33.45
46.06361111,30.47027778
42.23565,39.88095
41.9333333333333,40.8333333333333
45.66725,31.24943
44.62,33.45
35.537222,140.0225
35.601667,140.064167
46.2254,31.6065
45.50142,30.49685
43.7511,28.6211
35.537222,140.0225
35.537222,140.0225
35.399167,139.869444
35.537222,140.0225
42.2333333333333,39.8833333333333
44.1216333333333,31.5631666666667
44.61,33.56
34.74649167,127.6652694
35.643889,139.993333
35.608333,139.898333
35.64,139.844167
35.549167,139.854722
46.53635,30.77958
45.8325,31
35.643889,139.993333
45.66666667,31.25055556
35.643889,139.993333
45.3386333333333,30.2518
35.601667,140.064167
35.480833,139.820556
46.61138889,31.46138889
44.61,33.56
35.472222,139.789722
35.549167,139.854722
35.601667,140.064167
35.415833,139.754722
35.566389,139.828333
41.78355,41.2196166666667
35.381667,139.718333
44.85,31.3333333333333
37.4000015259,126.599998474
42.1137,40.3368833333333
35.643889,139.993333
45.29861111,29.77388889
41.78355,41.2196166666667
44.61,33.56
37.2000007629,126.400001526
35.399167,139.869444
37.2000007629,126.400001526
35.399167,139.869444
46.49416667,30.74927778
46.44375,30.77216667
35.601667,140.064167
44.62,33.51
35.399167,139.869444
43.4166666666667,32.8666666666667
42.2345,39.88601667
46.3333333333333,31.00205
34.74591389,127.6648361
35.551111,139.908889
35.31570833,129.2619694
35.399167,139.869444
44.62,33.51
41.9331166666667,40.8367166666667
35.399167,139.869444
35.608333,139.898333
35.399167,139.869444
35.480833,139.820556
35.551111,139.908889
35.608333,139.898333
35.537222,140.0225
34.14666,-119.21071
34.74631389,127.6651361
44.62,33.51
44.4667,28.9
44.85,31.3333333333333
42.1137,40.3368833333333
46.44375,30.77216667
37.2999992371,126.599998474
41.78355,41.2196166666667
35.472222,139.789722
42.1,40.3333333333333
35.561667,140.076667
35.485,139.91
35.485,139.91
35.601667,140.064167
41.78355,41.2196166666667
45.66666667,31.25055556
35.608333,139.898333
35.551111,139.908889
35.549167,139.854722
43.4183333333333,32.8731833333333
37.4000015259,126.5
35.601667,140.064167
43.3998333333333,31.81945
35.601667,140.064167
37.5,126.599998474
35.31547222,129.2613417
33.87283333,130.7376667
45.66666667,31.25055556
46.35965,31.1054666666667
35.551111,139.908889
35.9900016785,126.569999695
35.643889,139.993333
44.62,33.51
43.3998333333333,31.81945
35.549167,139.854722
35.537222,140.0225
34.74729167,127.6658694
35.537222,140.0225
35.549167,139.854722
44.62,33.45
35.551111,139.908889
35.643889,139.993333
45.2166666666667,31.2333333333333
35.480833,139.820556
35.39351667,129.3386778
35.608333,139.898333
35.608333,139.898333
34.9920005798,139.662994385
45.66725,31.24943
42.0172,40.57865
35.04937778,128.9605944
44.1,31.5666666666667
35.601667,140.064167
35.535,139.818611
44.1216333333333,31.5631666666667
34.1489,-119.20886
37.5,126.599998474
35.537222,140.0225
35.480833,139.820556
35.601667,140.064167
41.78355,41.2196166666667
35.551111,139.908889
35.551111,139.908889
37.5,126.300003052
35.485,139.91
35.551111,139.908889
44.61,33.56
35.643889,139.993333
35.549167,139.854722
46.61138889,31.46138889
35.485,139.91
34.9000015259,127.900001526
44.61,33.56
35.399167,139.869444
35.399167,139.869444
35.399167,139.869444
36,129.5
37.2999992371,126.699996948
33.73225,-118.22935
45.29861111,29.77388889
35.561667,140.076667
44.235,28.7061
44.61,33.53
44.98146667,30.57728333
35.551111,139.908889
44.62,33.51
46.44375,30.77216667
44.61,33.56
35.643889,139.993333
35.537222,140.0225
44.62,33.51
35.381667,139.718333
46.61138889,31.46138889
35.643889,139.993333
44.62,33.51
35.399167,139.869444
35.608333,139.898333
45.2166666666667,31.2333333333333
37,126.099998474
44.61,33.56
37.5,126.5
35.485,139.91
44.1582,31.56745
43.5333333333333,36.0666666666667
35.608333,139.898333
37.7233314514,-127.258331299
44.1667,29.1333
45.66666667,31.25055556
44.62,33.45
44.61,33.56
35.561667,140.076667
45.25333333,30.21055556
46.49416667,30.74927778
35.561667,140.076667
37.5,126.599998474
44.61,33.56
46.08402,30.50453
42.1137,40.3368833333333
44.62,33.45
43.3697166666667,34.7733166666667
11.2372,-74.22131
44.62,33.51
35.537222,140.0225
35.480833,139.820556
44.61,33.56
46.3675,30.73027778
45.66666667,31.25055556
35.643889,139.993333
42.23565,39.88095
43.7511,28.6131
43.4183333333333,32.8731833333333
35.643889,139.993333
35.399167,139.869444
35.551111,139.908889
46.19666667,30.65555556
42.1137,40.3368833333333
41.9331166666667,40.8367166666667
44.61,33.56
46.59593,31.08635
46.0006,31.24923
35.643889,139.993333
44.62,33.45
35.9000015259,126.190002441
45.60013,29.78452
35.537222,140.0225
35.485,139.91
35.643889,139.993333
45.66725,31.24943
35.485,139.91
42.23565,39.88095
46.43852778,30.77216667
44.1667,28.9
35.601667,140.064167
41.78355,41.2196166666667
35.551111,139.908889
44.62,33.51
35.353333,139.72
45.25333333,30.21055556
